CustomerID,City,Zip Code,Gender,Senior Citizen,Partner,Dependents
2189-UXTKY,La Quinta,92253,Female,No,Yes,No
4958-GZWIY,North Palm Springs,92258,Male,No,Yes,No
6356-ELRKD,Rancho Mirage,92270,Female,No,No,No
8624-GIOUT,Seeley,92273,Female,No,No,No
6179-GJPSO,Twentynine Palms,92277,Female,Yes,No,No
3177-LASXD,Westmorland,92281,Female,No,No,No
4897-QSUYC,Amboy,92304,Female,No,No,No
1084-UQCHV,Angelus Oaks,92305,Male,No,No,No
8290-YWKHZ,Apple Valley,92307,Female,Yes,Yes,No
2955-BJZHG,Apple Valley,92308,Male,No,Yes,No
3806-DXQOM,Baker,92309,Female,No,No,No
9300-RENDD,Cedar Glen,92321,Male,No,No,No
0761-AETCS,Colton,92324,Female,No,No,No
3106-ULWFW,Fontana,92337,Female,No,Yes,No
0925-VYDLG,Ludlow,92338,Female,No,No,No
4349-GFQHK,Mentone,92359,Male,No,No,No
7802-EFKNY,Redlands,92374,Male,No,Yes,No
9787-XVQIU,Sugarloaf,92386,Male,No,No,No
8051-HJRLT,Wrightwood,92397,Female,Yes,No,No
3023-GFLBR,San Bernardino,92408,Female,No,Yes,No
0524-IAVZO,Anza,92539,Female,No,Yes,No
2737-YNGYW,Hemet,92543,Female,No,No,No
5159-YFPKQ,Moreno Valley,92551,Female,No,No,No
4021-RQSNY,Moreno Valley,92555,Male,Yes,Yes,No
9061-TIHDA,Murrieta,92563,Male,Yes,Yes,No
8699-ASUFO,Nuevo,92567,Male,Yes,Yes,No
7927-AUXBZ,Sun City,92586,Female,No,No,No
4695-WJZUE,Irvine,92606,Female,Yes,No,No
7619-ODSGN,Foothill Ranch,92610,Male,No,Yes,Yes
3988-RQIXO,Corona Del Mar,92625,Female,Yes,No,No
2514-GINMM,Dana Point,92629,Male,No,No,No
5931-FLJJF,Midway City,92655,Male,Yes,Yes,No
3207-OYBWH,Newport Beach,92661,Male,Yes,Yes,No
4285-GYRQC,Newport Beach,92662,Female,No,Yes,No
7216-EWTRS,Newport Beach,92663,Female,Yes,Yes,No
8337-MSSXB,Trabuco Canyon,92679,Female,No,No,No
8182-BJDSI,Santa Ana,92705,Female,No,No,No
2528-HFYZX,Santa Ana,92706,Male,Yes,Yes,No
2482-CZGBB,Anaheim,92804,Male,No,No,No
7181-BQYBV,Garden Grove,92845,Female,No,Yes,No
6204-IEUXJ,Yorba Linda,92886,Female,No,No,No
4529-CKBCL,Ventura,93001,Female,No,No,No
2506-CLAKW,Ventura,93003,Female,No,No,No
1583-IHQZE,Camarillo,93010,Male,No,No,No
0151-ONTOV,Moorpark,93021,Female,No,No,No
4140-MUHUG,Oak View,93022,Female,Yes,No,No
0320-JDNQG,Oxnard,93035,Male,No,Yes,No
7180-PISOG,Piru,93040,Male,No,Yes,No
3571-RFHAR,Santa Paula,93060,Male,No,No,No
9578-VRMNM,Summerland,93067,Female,No,No,No
1587-FKLZB,Santa Barbara,93101,Male,Yes,Yes,No
6140-QNRQQ,Santa Barbara,93103,Male,No,No,No
4307-KTUMW,Santa Barbara,93108,Male,No,Yes,No
7470-MCQTK,Alpaugh,93201,Female,No,Yes,No
7488-MXJIV,Armona,93202,Female,No,No,No
2027-FECZV,Bodfish,93205,Male,No,No,No
2672-DZUOY,Buttonwillow,93206,Male,No,No,No
7377-DMMRI,Exeter,93221,Male,No,No,No
8949-JTMAY,Mc Kittrick,93251,Female,No,No,No
2774-LVQUS,Maricopa,93252,Female,Yes,Yes,No
3211-ILJTT,Taft,93268,Male,No,Yes,No
4094-NSEDU,Tipton,93272,Female,Yes,No,No
5103-MHMHY,Los Osos,93402,Female,No,No,Yes
1846-XWOQN,Bradley,93426,Female,Yes,No,No
0235-KGSLC,Buellton,93427,Female,No,No,No
2884-GBPFB,Morro Bay,93442,Female,No,Yes,No
3757-NJYBX,Nipomo,93444,Male,Yes,Yes,No
3722-WPXTK,Benton,93512,Male,No,No,No
2929-ERCFZ,Independence,93526,Female,No,Yes,No
7548-SEPYI,Inyokern,93527,Female,No,No,No
8835-VSDSE,Johannesburg,93528,Female,No,Yes,No
9898-KZQDZ,Lee Vining,93541,Female,Yes,Yes,No
7854-FOKSF,Rosamond,93560,Male,No,No,No
2519-FAKOD,Tehachapi,93561,Male,No,No,No
8263-JQAIK,Palmdale,93591,Male,Yes,No,No
7089-IVVAZ,Cantua Creek,93608,Female,No,No,No
2205-YMZZJ,Clovis,93612,Male,Yes,No,No
1254-IZEYF,Cutler,93615,Female,Yes,No,No
9492-TOKRI,Dinuba,93618,Female,No,No,No
9221-OTIVJ,Dunlap,93621,Female,Yes,No,No
5908-QMGOE,Fowler,93625,Male,Yes,No,No
8481-YYXWG,Hume,93628,Female,No,No,No
2609-IAICY,North Fork,93643,Female,No,No,No
1740-CSDJP,Oakhurst,93644,Male,No,No,No
2636-OHFMN,Orosi,93647,Male,No,Yes,No
1323-OOEPC,Prather,93651,Female,No,Yes,No
0397-GZBBC,South Dos Palos,93665,Male,Yes,Yes,No
7641-EUYET,Tranquillity,93668,Male,Yes,Yes,No
9921-ZVRHG,Traver,93673,Female,No,No,No
4701-MLJPN,Fresno,93702,Male,No,No,No
9206-GVPEQ,Fresno,93706,Male,No,Yes,No
1596-BBVTG,Fresno,93711,Male,No,No,No
8433-WXGNA,Salinas,93906,Male,No,No,No
3707-GNWHM,Carmel Valley,93924,Male,No,No,No
8922-LIEGH,Jolon,93928,Female,Yes,No,No
8245-UMPYT,Lockwood,93932,Female,Yes,No,No
5186-SAMNZ,Marina,93933,Male,Yes,No,No
5373-SFODM,San Lucas,93954,Male,Yes,Yes,No
5766-ZJYBB,Brisbane,94005,Male,No,No,No
8931-GJJIQ,Burlingame,94010,Female,No,No,No
4277-PVRAN,Daly City,94014,Female,No,No,No
0952-KMEEH,Mountain View,94043,Male,No,No,No
8178-EYZUO,San Francisco,94105,Male,No,No,No
5130-IEKQT,San Francisco,94109,Male,Yes,No,No
0407-BDJKB,San Francisco,94114,Male,No,Yes,No
9600-UDOPK,San Francisco,94117,Male,No,Yes,No
4074-SJFFA,San Francisco,94122,Female,No,No,No
3269-ATYWD,San Francisco,94123,Male,Yes,No,No
4910-GMJOT,San Francisco,94129,Female,No,No,No
0354-WYROK,San Francisco,94130,Female,Yes,Yes,No
7576-OYWBN,San Mateo,94402,Male,Yes,No,No
5539-TMZLF,Concord,94520,Male,Yes,No,No
4323-SADQS,Concord,94521,Male,No,Yes,Yes
4446-BZKHU,Pleasant Hill,94523,Male,No,Yes,No
5202-IVJNU,Crockett,94525,Female,No,No,Yes
5976-JCJRH,Danville,94526,Male,No,Yes,No
0137-OCGAB,Fairfield,94533,Female,No,No,No
7593-JNWRU,Fremont,94538,Male,No,Yes,Yes
4588-YBNIB,Fremont,94539,Female,No,No,No
3336-JORSO,Hayward,94542,Female,Yes,No,No
5028-GZLDO,Moraga,94556,Male,No,No,No
6861-XWTWQ,Napa,94559,Male,Yes,Yes,No
6877-TJMBR,Orinda,94563,Male,No,Yes,No
2433-KMEAS,Dublin,94568,Male,No,No,No
2195-ZRVAX,Rodeo,94572,Female,No,Yes,No
3550-SAHFP,Saint Helena,94574,Female,No,No,No
2011-TRQYE,Deer Park,94576,Male,No,No,No
4873-ILOLJ,Sunol,94586,Male,No,No,No
2725-KXXWT,Vallejo,94589,Male,No,Yes,No
9565-DJPIB,Vallejo,94590,Female,No,No,No
8348-HFYIV,Oakland,94601,Male,No,No,No
6849-WLEYG,Emeryville,94608,Male,No,No,Yes
4659-NZRUF,Oakland,94609,Female,No,No,No
8429-XIBUM,Oakland,94618,Male,No,No,No
2608-BHKFN,Berkeley,94703,Female,No,No,No
7341-LXCAF,Berkeley,94705,Male,No,Yes,No
9462-MJUAW,Berkeley,94708,Male,No,No,No
8128-YVJRG,Berkeley,94709,Female,No,No,No
4283-FUTGF,El Sobrante,94803,Male,Yes,No,No
1569-TTNYJ,Richmond,94805,Male,No,Yes,No
2397-BRLOM,San Rafael,94901,Male,Yes,Yes,No
4749-VFKVB,Inverness,94937,Female,No,No,No
7598-UAASY,Marshall,94940,Male,No,Yes,No
7938-OUHIO,Mill Valley,94941,Male,No,No,No
8510-AWCXC,Novato,94945,Female,Yes,No,No
3426-NIYYL,Sausalito,94965,Male,No,No,No
8225-BTJAU,Stinson Beach,94970,Male,Yes,No,No
3387-VATUS,Aromas,95004,Male,No,No,No
1143-NMNQJ,Boulder Creek,95006,Female,No,No,No
0415-MOSGF,Los Gatos,95030,Female,No,No,No
1724-BQUHA,Los Gatos,95032,Male,Yes,No,No
4826-XTSOH,Moss Landing,95039,Male,Yes,Yes,No
2495-INZWQ,San Juan Bautista,95045,Male,No,No,No
4139-SUGLD,Santa Clara,95054,Male,No,Yes,Yes
6857-VWJDT,Santa Cruz,95060,Female,No,No,No
5624-BQSSA,Santa Cruz,95065,Female,No,No,No
2408-WITXK,San Jose,95110,Female,Yes,No,No
5577-OTWWW,San Jose,95120,Female,No,No,No
6100-QQHEB,San Jose,95121,Male,No,Yes,No
7503-QQRVF,San Jose,95127,Male,Yes,Yes,No
2691-NZETQ,San Jose,95130,Male,No,No,No
7295-JOMMD,San Jose,95135,Female,No,No,No
0709-TVGUR,Stockton,95207,Female,Yes,No,No
6023-YEBUP,Stockton,95210,Male,No,No,No
7209-JCUDS,Stockton,95212,Male,No,No,No
3001-CBHLQ,Angels Camp,95222,Male,Yes,Yes,No
0772-GYEQQ,Lodi,95240,Male,No,No,No
4831-EOBFE,Mountain Ranch,95246,Male,No,Yes,No
4102-OQUPX,Sheep Ranch,95250,Male,Yes,Yes,No
9170-GYZJC,Vallecito,95251,Female,No,Yes,Yes
3999-QGRJH,Ballico,95303,Male,Yes,No,No
2454-RPBRZ,Catheys Valley,95306,Female,Yes,Yes,No
2002-MZHWP,Delhi,95315,Female,No,No,No
2265-CYWIV,Hickman,95323,Female,Yes,Yes,No
2004-OCQXK,Merced,95348,Female,No,No,No
5027-QPKTE,Modesto,95350,Male,No,Yes,No
2672-HUYVI,Newman,95360,Female,No,No,No
7508-MYBOG,Patterson,95363,Male,No,Yes,No
0148-DCDOS,Planada,95365,Male,No,No,No
9992-RRAMN,Riverbank,95367,Male,No,Yes,No
0310-MVLET,Snelling,95369,Female,No,Yes,No
4550-VBOFE,Soulsbyville,95372,Male,Yes,Yes,No
5696-QURRL,Waterford,95386,Male,No,No,No
7409-KIUTL,Westley,95387,Female,Yes,No,No
1732-VHUBQ,Yosemite National Park,95389,Female,Yes,Yes,No
0495-RVCBF,Santa Rosa,95401,Female,No,No,No
7854-EDSSA,Santa Rosa,95404,Male,No,No,No
0679-IDSTG,Branscomb,95417,Female,Yes,Yes,No
2115-BFTIW,Clearlake Oaks,95423,Male,No,No,No
0611-DFXKO,Comptche,95427,Male,No,Yes,No
7780-OTDSO,Covelo,95428,Male,No,Yes,No
9747-DDZOS,Eldridge,95431,Female,No,No,No
0564-JJHGS,Guerneville,95446,Male,No,No,No
3348-CFRNX,Healdsburg,95448,Female,No,Yes,No
1428-GTBJJ,Jenner,95450,Male,No,No,No
8802-UNOJF,Philo,95466,Male,Yes,No,No
6313-GIDIT,Point Arena,95468,Male,Yes,No,No
2845-AFFTX,Westport,95488,Male,Yes,Yes,No
2249-YPRNG,The Sea Ranch,95497,Female,No,Yes,No
7410-YTJIK,Eureka,95501,Female,No,No,No
4626-GYCZP,Eureka,95503,Male,No,No,No
5590-BYNII,Bayside,95524,Male,No,No,No
3237-AJGEH,Bridgeville,95526,Female,No,Yes,Yes
1591-NFNLQ,Crescent City,95531,Male,No,No,No
2815-CPTUL,Gasquet,95543,Male,Yes,No,No
0596-BQCEQ,Hydesville,95547,Female,No,Yes,No
1481-ZUWZA,Klamath,95548,Male,No,No,No
2309-OSFEU,Smith River,95567,Male,No,No,No
1891-FZYSA,Piercy,95587,Male,Yes,Yes,No
7613-LLQFO,Amador City,95601,Male,No,No,No
2640-PMGFL,West Sacramento,95605,Male,No,No,No
3801-HMYNL,Brooks,95606,Male,No,Yes,No
9685-WKZGT,Carmichael,95608,Male,Yes,No,No
6022-UGGSO,Citrus Heights,95610,Female,Yes,No,No
4484-CGXFK,El Dorado,95623,Female,No,No,No
6214-EDAKZ,Elverta,95626,Female,No,Yes,Yes
6127-ISGTU,Garden Valley,95633,Female,No,Yes,No
8740-XLHDR,Greenwood,95635,Male,No,No,No
1761-AEZZR,Guinda,95637,Male,No,No,No
3923-CSIHK,Herald,95638,Female,Yes,Yes,No
7120-RFMVS,Isleton,95641,Male,No,No,No
1322-AGOQM,Mather,95655,Male,No,No,No
3677-IYRBF,Newcastle,95658,Female,Yes,No,No
5692-FPTAH,Nicolaus,95659,Female,No,No,No
1550-LOAHA,Orangevale,95662,Female,No,Yes,No
0268-QKIWO,Pilot Hill,95664,Female,No,No,No
0876-WDUUZ,Pine Grove,95665,Female,No,No,No
0617-FHSGK,Rancho Cordova,95670,Male,No,No,No
8118-LSUEL,Roseville,95678,Male,Yes,No,No
7005-CCBKV,Thornton,95686,Male,No,No,No
4250-FDVOU,Woodland,95695,Female,No,No,No
5277-ZLOOR,Applegate,95703,Female,Yes,No,No
2141-RRYGO,Camino,95709,Female,No,No,No
6376-GAHQE,Dutch Flat,95714,Male,No,No,No
5052-PNLOS,Echo Lake,95721,Male,No,No,No
6979-ZNSFF,Pollock Pines,95726,Female,No,No,No
2386-LAHRK,Weimar,95736,Male,No,No,No
6032-IGALN,Granite Bay,95746,Female,No,No,No
4248-HCETZ,Sacramento,95814,Male,Yes,Yes,No
0516-WJVXC,Sacramento,95818,Female,No,No,No
9174-FKWZE,Sacramento,95819,Female,Yes,No,No
4822-NGOCH,Sacramento,95831,Female,No,No,No
5307-DZCVC,Sacramento,95835,Female,Yes,Yes,No
8679-JOEVF,Sacramento,95838,Female,Yes,No,No
1432-FPAXX,Beale Afb,95903,Female,No,No,No
4803-AXVYP,Butte City,95920,Female,Yes,No,No
3884-HCSWG,Camptonville,95922,Female,No,No,No
5077-DXTCG,Challenge,95925,Female,No,No,No
1142-WACZW,Chico,95926,Male,No,No,No
5649-ANRML,Clipper Mills,95930,Male,Yes,No,No
4892-VLANZ,Colusa,95932,Male,No,No,No
2919-HBCJO,Downieville,95936,Female,No,No,No
4236-XPXAV,Dunnigan,95937,Female,No,Yes,No
3030-YZADT,Grass Valley,95949,Male,No,No,No
7410-KTVFV,Grimes,95950,Male,No,Yes,No
8393-DLHGA,Palermo,95968,Male,No,No,No
7395-IGJOS,Quincy,95971,Male,Yes,Yes,No
2834-SPCJV,Rough And Ready,95975,Male,No,Yes,No
7890-VYYWG,Sutter,95982,Male,Yes,Yes,No
9907-SWKKF,Twain,95984,Female,Yes,No,No
0587-DMGBH,Willows,95988,Female,No,No,No
6397-JNZZG,Adin,96006,Female,Yes,Yes,No
0895-DQHEW,Burney,96013,Male,No,Yes,No
8149-RSOUN,Dorris,96023,Female,No,No,No
7250-EQKIY,Fort Jones,96032,Female,No,Yes,Yes
4013-UBXWQ,Hayfork,96041,Female,No,No,No
5519-NPHVG,Klamath River,96050,Female,No,No,No
3148-BLQJT,Montague,96064,Male,No,No,No
0461-CVKMU,Oak Run,96069,Female,No,Yes,No
8806-EAGWC,Old Station,96071,Male,No,No,No
7779-LGOVN,Paskenta,96074,Male,Yes,Yes,No
9710-ZUSHQ,Red Bluff,96080,Female,Yes,No,No
4183-WCSEP,Weaverville,96093,Male,No,No,No
5498-TXHLF,Whitmore,96096,Female,No,Yes,No
9722-UJOJR,Blairsden Graeagle,96103,Male,No,Yes,No
3902-FOIGH,Doyle,96109,Male,Yes,Yes,No
6772-KSATR,Eagleville,96110,Male,No,No,No
7112-OPOTK,Fort Bidwell,96112,Male,No,No,No
4210-QFJMF,Lake City,96115,Female,No,No,No
3318-OSATS,Sierra City,96125,Male,Yes,No,No
1086-LXKFY,Westwood,96137,Female,No,Yes,No
2636-ALXXZ,Tahoe Vista,96148,Female,Yes,No,No
7786-WBJYI,Truckee,96161,Female,No,No,No
9885-CSMWE,Los Angeles,90007,Female,Yes,No,No
5016-ETTFF,Los Angeles,90016,Male,No,No,No
3866-MDTUB,Los Angeles,90017,Female,No,No,No
8058-JMEQO,Los Angeles,90020,Female,Yes,No,No
0697-ZMSWS,Los Angeles,90023,Male,No,No,No
8276-MQBYC,Los Angeles,90028,Male,Yes,No,No
7593-XFKDI,Los Angeles,90031,Male,No,No,No
0337-CNPZE,Los Angeles,90033,Female,No,No,No
1513-XNPPH,Los Angeles,90037,Female,No,No,No
6015-VVHHE,Los Angeles,90039,Female,Yes,No,No
6347-DCUIK,Los Angeles,90043,Male,No,No,No
0897-FEGMU,Los Angeles,90048,Female,No,Yes,No
7663-RGWBC,Los Angeles,90049,Male,No,No,No
1120-BMWUB,Los Angeles,90056,Female,No,No,No
9124-LHCJQ,Los Angeles,90057,Female,No,No,No
2235-ZGKPT,Los Angeles,90062,Female,No,Yes,Yes
3891-PUQOD,Los Angeles,90063,Female,No,No,Yes
0689-NKYLF,Los Angeles,90066,Male,No,No,No
3658-KIBGF,Los Angeles,90068,Female,No,No,No
5519-YLDGW,Los Angeles,90071,Female,No,Yes,No
4946-EDSEW,Compton,90221,Female,No,Yes,Yes
2516-VQRRV,Culver City,90230,Female,Yes,No,No
7580-UGXNC,Culver City,90232,Female,Yes,No,No
5178-LMXOP,Gardena,90248,Male,Yes,Yes,No
8185-UPYBR,Hermosa Beach,90254,Male,No,Yes,No
4585-HETAI,Huntington Park,90255,Female,No,Yes,No
7526-BEZQB,Lawndale,90260,Male,No,No,No
4951-UKAAQ,Inglewood,90302,Female,No,No,No
2108-YKQTY,Santa Monica,90403,Female,No,No,No
4918-QLLIW,Santa Monica,90405,Male,No,No,No
7056-IMHCC,Torrance,90501,Male,Yes,Yes,No
2947-DOMLJ,Buena Park,90621,Male,No,No,Yes
4112-LUEIZ,La Palma,90623,Male,No,No,No
4510-HIMLV,La Habra,90631,Male,No,No,No
8749-JMNKX,Montebello,90640,Male,Yes,Yes,No
2430-USGXP,Santa Fe Springs,90670,Male,No,Yes,No
5955-ERIHD,Lakewood,90712,Male,No,Yes,No
5949-EBSQK,Sunset Beach,90742,Male,No,Yes,Yes
7274-RTAPZ,Long Beach,90804,Male,No,No,No
0311-UNPFF,Long Beach,90807,Female,No,No,No
3834-XUIFC,Long Beach,90814,Male,No,No,No
8414-MYSHR,Arcadia,91007,Male,Yes,No,No
7599-FKVXZ,South Pasadena,91030,Male,No,Yes,No
8229-TNIQA,Pasadena,91105,Female,No,No,No
6221-AVQYL,Glendale,91203,Male,No,No,No
7743-EXURX,Glendale,91208,Male,No,Yes,Yes
5569-KGJHX,Canoga Park,91303,Female,No,Yes,No
4988-IQIGL,Canoga Park,91304,Male,Yes,No,No
7730-IUTDZ,Chatsworth,91311,Male,No,No,No
0426-TIRNE,Encino,91316,Female,No,No,No
7587-RZNME,Valencia,91355,Male,No,No,No
4706-AXVKM,Stevenson Ranch,91381,Female,Yes,No,No
5889-JTMUL,Castaic,91384,Female,Yes,Yes,No
9026-RNUJS,Van Nuys,91401,Male,Yes,No,No
3746-EUBYR,Panorama City,91402,Male,No,Yes,No
2332-EFBJY,Sherman Oaks,91403,Male,No,No,No
9474-PHLYD,Sherman Oaks,91423,Female,No,No,No
2219-MVUSO,North Hollywood,91601,Male,No,No,No
8914-RBTSB,Valley Village,91607,Male,No,Yes,No
0963-ZBDRN,Claremont,91711,Male,No,No,No
7594-RQHXR,Covina,91722,Female,No,No,No
6331-EWIEB,El Monte,91731,Male,No,No,No
5998-VVEJY,Glendora,91741,Male,No,No,No
1624-NALOJ,La Puente,91744,Male,Yes,No,No
4317-VTEOA,Rowland Heights,91748,Male,No,No,No
1670-SVOWZ,Mira Loma,91752,Female,No,Yes,No
0260-ZDLGK,San Dimas,91773,Female,No,No,Yes
8722-NGNBH,Walnut,91789,Male,No,No,No
6210-KBBPI,West Covina,91790,Male,Yes,No,No
0133-BMFZO,Alhambra,91803,Female,No,No,No
6128-CZOMY,Alpine,91901,Female,No,No,No
9540-JYROE,Bonita,91902,Male,No,No,No
2260-USTRB,Campo,91906,Female,Yes,No,No
3656-TKRVZ,Chula Vista,91910,Female,No,No,No
8623-TMRBY,Chula Vista,91915,Male,Yes,Yes,No
1501-SGHBW,Guatay,91931,Male,No,No,No
3208-YPIOE,La Mesa,91942,Male,No,No,No
2612-RANWT,Mount Laguna,91948,Female,No,No,No
6900-PXRMS,Spring Valley,91978,Male,Yes,Yes,No
3346-BRMIS,Bonsall,92003,Female,Yes,Yes,No
2933-FILNV,Carlsbad,92009,Female,No,Yes,Yes
9986-BONCE,Fallbrook,92028,Female,No,No,No
2722-JMONI,Escondido,92029,Female,Yes,Yes,No
4083-EUGRJ,Oceanside,92057,Male,No,No,No
7579-OOPEC,Pala,92059,Female,Yes,Yes,No
1771-OADNZ,Pauma Valley,92061,Male,Yes,Yes,No
0612-RTZZA,Vista,92084,Female,Yes,No,No
6410-LEFEN,San Diego,92108,Female,No,No,No
3194-ORPIK,San Diego,92113,Female,No,Yes,No
8816-VXNZD,Coronado,92118,Female,No,No,No
1723-HKXJQ,San Diego,92120,Male,No,No,No
7825-GKXMW,San Diego,92121,Female,No,No,No
1240-KNSEZ,San Diego,92127,Male,No,No,No
0836-SEYLU,San Diego,92128,Male,No,Yes,No
4433-JCGCG,San Diego,92129,Male,Yes,Yes,No
3716-BDVDB,San Diego,92130,Male,No,No,No
5899-MQZZL,San Ysidro,92173,Female,No,No,No
9488-HGMJH,Indian Wells,92210,Female,Yes,No,No
6038-GCYEC,Palm Desert,92211,Female,No,No,No
3144-AUDBS,Calexico,92231,Female,No,Yes,No
5616-PRTNT,Desert Center,92239,Male,No,No,Yes
4818-QIUFN,Desert Hot Springs,92241,Female,Yes,No,No
6961-VCPMC,North Palm Springs,92258,Male,Yes,Yes,No
6688-UZPWD,Palm Springs,92262,Female,No,Yes,No
2839-RFSQE,Rancho Mirage,92270,Female,No,No,No
0968-GSIKN,Thousand Palms,92276,Female,No,No,No
1965-DDBWU,Twentynine Palms,92277,Male,No,No,No
9057-SIHCH,Twentynine Palms,92278,Female,No,No,No
6771-XWBDM,White Water,92282,Female,No,Yes,No
8601-QACRS,Apple Valley,92307,Female,No,No,No
2391-SOORI,Big Bear City,92314,Male,No,No,Yes
2645-QTLMB,Bloomington,92316,Male,No,No,No
4806-HIPDW,Calimesa,92320,Female,No,Yes,No
4424-TKOPW,Crestline,92325,Male,Yes,No,No
8443-ZRDBZ,Fontana,92336,Male,No,No,No
9136-ALYBR,Fontana,92337,Male,No,No,No
7479-NITWS,Green Valley Lake,92341,Male,No,No,No
2959-MJHIC,Hinkley,92347,Male,No,Yes,No
4201-JMNGR,Lucerne Valley,92356,Female,Yes,No,No
5960-WPXQM,Newberry Springs,92365,Male,No,No,No
0684-AOSIH,Oro Grande,92368,Male,No,Yes,No
8260-NGFNY,Phelan,92371,Female,No,No,No
1866-RZZQS,Redlands,92373,Male,Yes,No,No
4958-XCBDQ,Victorville,92394,Male,Yes,No,No
8337-UPOAQ,Wrightwood,92397,Male,Yes,Yes,No
6712-OAWRH,San Bernardino,92408,Female,Yes,No,No
8614-VGMMV,Riverside,92503,Female,No,No,No
2930-UOTMB,Riverside,92506,Female,No,No,No
5914-DVBWJ,Riverside,92508,Female,Yes,No,No
8644-XLFBW,Lake Elsinore,92532,Male,Yes,No,No
8625-AZYZY,Anza,92539,Male,No,Yes,No
9306-CPCBC,Moreno Valley,92555,Female,No,No,No
1833-VGRUM,Perris,92570,Female,Yes,No,No
8374-XGEJJ,Temecula,92590,Male,Yes,Yes,No
2656-TABEH,Temecula,92591,Male,No,Yes,No
4039-HEUNW,Irvine,92620,Male,Yes,Yes,No
0812-WUPTB,Corona Del Mar,92625,Male,Yes,Yes,No
0004-TLHLJ,Costa Mesa,92627,Male,No,No,No
4817-VYYWS,Silverado,92676,Female,No,No,No
1396-QWFBJ,Rancho Santa Margarita,92688,Female,No,Yes,No
5299-SJCZT,Ladera Ranch,92694,Male,No,No,No
7359-PTSXY,Tustin,92780,Male,No,No,No
4503-BDXBD,Anaheim,92808,Male,No,No,No
6086-ESGRL,Brea,92821,Female,No,No,No
5759-RCVCB,Orange,92869,Female,No,No,No
6372-RFVNS,Placentia,92870,Female,No,Yes,No
8938-UMKPI,Corona,92882,Female,No,No,No
0991-BRRFB,Corona,92883,Male,No,No,No
3871-IKPYH,Camarillo,93010,Male,Yes,No,No
6319-IEJWJ,Camarillo,93012,Male,No,Yes,No
9025-AOMKI,Carpinteria,93013,Female,No,No,No
5275-SQEIZ,Ojai,93023,Male,No,No,No
4390-KYULV,Piru,93040,Male,No,Yes,No
1304-NECVQ,Somis,93066,Female,Yes,No,No
8945-GRKHX,Santa Barbara,93110,Female,No,No,No
6959-UWKHF,Alpaugh,93201,Male,No,No,No
3815-SLMEF,Avenal,93204,Female,No,No,No
5154-VEKBL,Bodfish,93205,Female,No,No,No
5655-JSMZM,Coalinga,93210,Male,Yes,No,No
4505-EXZHB,Ducor,93218,Female,Yes,No,No
4587-VVTOX,Frazier Park,93222,Female,No,Yes,No
4652-NNHNY,Fellows,93224,Male,No,Yes,No
8972-HJWNV,Huron,93234,Female,Yes,Yes,No
2860-RANUS,Mc Kittrick,93251,Female,Yes,No,No
5261-QSHQM,Maricopa,93252,Female,No,No,No
8868-WOZGU,Porterville,93257,Male,No,No,No
1334-FJSVR,Sequoia National Park,93262,Male,No,No,No
7625-XCQRH,Strathmore,93267,Female,No,No,No
1731-TVIUK,Tipton,93272,Female,No,No,No
0618-XWMSS,Wasco,93280,Male,No,No,No
5276-KQWHG,Woody,93287,Female,Yes,No,No
2565-JSLRY,Bakersfield,93306,Male,No,No,No
6689-KXGBO,San Luis Obispo,93401,Female,No,No,No
6615-NGGZJ,Buellton,93427,Male,No,No,No
4255-DDUOU,Casmalia,93429,Female,No,Yes,Yes
2984-MIIZL,Guadalupe,93434,Male,No,No,No
5590-YRFJT,Lompoc,93437,Female,No,Yes,No
3677-TNKIO,Templeton,93465,Female,No,No,No
9667-EQRXU,Boron,93516,Female,Yes,No,No
3329-WDIOK,Edwards,93523,Female,No,No,No
2873-ZLIWT,Inyokern,93527,Female,No,Yes,No
3415-TAILE,Johannesburg,93528,Female,No,Yes,Yes
1915-IOFGU,Keene,93531,Female,No,No,No
3045-XETSH,Lake Hughes,93532,Female,No,No,No
7239-HZZCX,Lancaster,93535,Male,No,No,No
7683-CBDKJ,Palmdale,93550,Male,No,Yes,Yes
0946-CLJTI,Palmdale,93551,Male,Yes,Yes,No
7665-TOALD,Trona,93562,Female,No,No,No
0324-BRPCJ,Palmdale,93591,Female,Yes,Yes,No
2777-PHDEI,Ahwahnee,93601,Female,No,No,No
1196-AMORA,Big Creek,93605,Male,No,No,No
4282-YMKNA,Biola,93606,Female,No,No,No
5356-RHIPP,Dinuba,93618,Male,No,No,No
9189-JWSHV,Helm,93627,Female,Yes,Yes,No
0746-JTRFU,Kingsburg,93631,Male,No,No,No
0576-WNXXC,Parlier,93648,Male,Yes,Yes,No
4628-CTTLA,Sanger,93657,Male,No,No,No
2876-VBBBL,Shaver Lake,93664,Female,No,No,No
6834-NXDCA,South Dos Palos,93665,Female,No,No,No
5597-GLBUC,Squaw Valley,93675,Female,No,No,No
4822-YCXMX,Fresno,93705,Male,No,No,No
9821-POOTN,Fresno,93711,Male,No,Yes,No
4229-CZMLL,Salinas,93901,Male,No,No,No
3663-MITLP,Marina,93933,Female,No,No,No
9025-ZRPVR,Pacific Grove,93950,Male,No,No,No
3285-UCQVC,Seaside,93955,Female,No,No,No
5482-PLVPE,Daly City,94014,Female,Yes,No,No
4902-OHLSK,Half Moon Bay,94019,Female,Yes,No,No
