CustomerID,Tenure Months,Multiple Lines,Contract,Monthly Charges,Total Charges,Churn Label,Churn Score,CLTV,Churn Reason
0617-FHSGK,49,Yes,Month-to-month,75.2,3678.3,Yes,90,5283,Extra data charges
8118-LSUEL,23,Yes,Month-to-month,106.4,2483.5,Yes,79,5507,Product dissatisfaction
7005-CCBKV,6,No,Month-to-month,84.4,556.35,Yes,77,4539,Service dissatisfaction
4250-FDVOU,6,No,Month-to-month,56.25,389.1,Yes,95,4110,Lack of self-service on Website
5277-ZLOOR,2,Yes,Month-to-month,85.55,187.45,Yes,86,5512,Network reliability
2141-RRYGO,4,No,Month-to-month,68.65,261.25,Yes,76,5274,Don't know
6376-GAHQE,4,No,Month-to-month,77.85,299.2,Yes,65,2140,Don't know
5052-PNLOS,3,Yes,Month-to-month,105.35,323.25,Yes,65,3662,Don't know
6979-ZNSFF,8,Yes,Month-to-month,87.05,762.1,Yes,69,2545,Price too high
2386-LAHRK,1,No,Month-to-month,53.5,53.5,Yes,80,5094,Product dissatisfaction
6032-IGALN,1,No phone service,Month-to-month,25.1,25.1,Yes,79,4769,Service dissatisfaction
4248-HCETZ,30,No,Month-to-month,79.65,2365.15,Yes,73,2174,Lack of self-service on Website
0516-WJVXC,5,No,Month-to-month,54.2,308.25,Yes,78,5476,Network reliability
9174-FKWZE,1,No,Month-to-month,19.45,19.45,Yes,78,3848,Limited range of services
4822-NGOCH,13,Yes,Month-to-month,84.45,1058.6,Yes,74,5801,Long distance charges
5307-DZCVC,32,Yes,Month-to-month,85.95,2628.6,Yes,74,2431,Extra data charges
8679-JOEVF,16,No,Month-to-month,59.4,1023.9,Yes,87,5556,Price too high
1432-FPAXX,29,No phone service,Month-to-month,30.6,856.35,Yes,77,3615,Product dissatisfaction
4803-AXVYP,38,Yes,Month-to-month,99.55,3734.25,Yes,100,3474,Service dissatisfaction
3884-HCSWG,17,No,Month-to-month,70,1144.5,Yes,70,4390,Lack of self-service on Website
5077-DXTCG,1,No,Month-to-month,45.3,45.3,Yes,86,2293,Network reliability
1142-WACZW,2,No phone service,Month-to-month,29.85,75.6,Yes,95,4268,Don't know
5649-ANRML,2,No,Month-to-month,95.1,180.25,Yes,90,4486,Don't know
4892-VLANZ,1,No,Month-to-month,19.8,19.8,Yes,96,5600,Don't know
2919-HBCJO,4,No,Month-to-month,76.65,333.6,Yes,97,4580,Moved
4236-XPXAV,5,No,Month-to-month,99.15,465.05,Yes,74,2283,Moved
3030-YZADT,9,No,Month-to-month,44.95,431,Yes,66,5023,Competitor had better devices
7410-KTVFV,18,No,Month-to-month,49.55,878.35,Yes,97,2815,Competitor offered higher download speeds
8393-DLHGA,25,No,Month-to-month,95.9,2448.75,Yes,68,2241,Competitor offered more data
7395-IGJOS,17,No,Month-to-month,81.5,1329.2,Yes,79,3443,Competitor made better offer
2834-SPCJV,52,No,Month-to-month,84.1,4348.65,Yes,75,6216,Competitor had better devices
7890-VYYWG,3,No phone service,Month-to-month,36.45,93.7,Yes,89,3766,Competitor had better devices
9907-SWKKF,1,No phone service,Month-to-month,25.05,25.05,Yes,65,4842,Competitor offered higher download speeds
0587-DMGBH,8,No,Month-to-month,49.85,365.55,Yes,75,2269,Competitor offered higher download speeds
6397-JNZZG,43,No phone service,Month-to-month,55.55,2342.2,Yes,85,2573,Competitor offered higher download speeds
0895-DQHEW,54,Yes,Month-to-month,104.3,5278.15,Yes,77,4019,Competitor offered more data
8149-RSOUN,1,Yes,Month-to-month,93.85,93.85,Yes,78,3014,Competitor offered more data
7250-EQKIY,1,No,Month-to-month,50.45,50.45,Yes,75,2426,Competitor made better offer
4013-UBXWQ,7,Yes,Month-to-month,74.65,521.1,Yes,67,4612,Competitor made better offer
5519-NPHVG,12,Yes,Month-to-month,94.2,1046.1,Yes,73,3975,Price too high
3148-BLQJT,1,No,Month-to-month,20.1,20.1,Yes,80,5747,Service dissatisfaction
0461-CVKMU,23,No,Month-to-month,83.8,1900.25,Yes,80,5737,Lack of self-service on Website
8806-EAGWC,3,No,Month-to-month,55.15,159.15,Yes,78,5698,Network reliability
7779-LGOVN,10,Yes,Month-to-month,86.65,856.65,Yes,84,4990,Limited range of services
9710-ZUSHQ,37,Yes,Month-to-month,106.75,4056.75,Yes,92,5849,Lack of affordable download/upload speed
4183-WCSEP,31,No,Month-to-month,78.45,2435.15,Yes,72,3091,Long distance charges
5498-TXHLF,34,Yes,Month-to-month,87.45,2874.15,Yes,98,3358,Extra data charges
9722-UJOJR,29,No,Month-to-month,70.75,1974.8,Yes,73,2663,Price too high
3902-FOIGH,12,Yes,Month-to-month,101.35,1218.55,Yes,68,3967,Product dissatisfaction
6772-KSATR,1,Yes,Month-to-month,81.7,81.7,Yes,83,5574,Service dissatisfaction
7112-OPOTK,33,No,Month-to-month,68.25,2171.15,Yes,100,5647,Lack of self-service on Website
4210-QFJMF,4,No,Month-to-month,79.15,317.25,Yes,68,5762,Network reliability
3318-OSATS,35,Yes,Month-to-month,95.45,3474.05,Yes,91,2080,Don't know
1086-LXKFY,1,No,Month-to-month,69.1,69.1,Yes,92,4779,Don't know
2636-ALXXZ,1,No,Month-to-month,69.6,69.6,Yes,74,2151,Poor expertise of online support
7786-WBJYI,4,Yes,Month-to-month,77.95,305.55,Yes,89,5365,Price too high
9885-CSMWE,1,No,Month-to-month,78.45,78.45,Yes,67,2139,Product dissatisfaction
5016-ETTFF,10,No phone service,Month-to-month,29.5,255.25,Yes,69,3797,Service dissatisfaction
3866-MDTUB,2,No,Month-to-month,70.75,146.9,Yes,72,3257,Lack of self-service on Website
8058-JMEQO,9,Yes,Month-to-month,84.45,762.5,Yes,95,3543,Network reliability
0697-ZMSWS,4,Yes,Month-to-month,85.65,338.9,Yes,87,2330,Limited range of services
8276-MQBYC,51,Yes,Month-to-month,97.8,4913.3,Yes,81,6204,Long distance charges
7593-XFKDI,1,No,Month-to-month,46.3,46.3,Yes,73,3017,Extra data charges
0337-CNPZE,41,Yes,Month-to-month,106.3,4443.45,Yes,85,5383,Price too high
1513-XNPPH,12,No,Month-to-month,89.4,1095.65,Yes,79,5047,Product dissatisfaction
6015-VVHHE,5,Yes,Month-to-month,83.15,446.05,Yes,96,2516,Service dissatisfaction
6347-DCUIK,10,Yes,Month-to-month,74.15,811.8,Yes,90,4231,Lack of self-service on Website
0897-FEGMU,11,Yes,Month-to-month,99.5,1056.95,Yes,84,5286,Network reliability
7663-RGWBC,1,No,Month-to-month,44.15,44.15,Yes,97,4773,Don't know
1120-BMWUB,16,No,Month-to-month,53.9,834.15,Yes,65,5091,Don't know
9124-LHCJQ,1,Yes,Month-to-month,85.45,85.45,Yes,100,2318,Price too high
2235-ZGKPT,4,Yes,Month-to-month,50.85,239.55,Yes,90,5386,Product dissatisfaction
3891-PUQOD,1,No,Month-to-month,59.2,59.2,Yes,65,5020,Service dissatisfaction
0689-NKYLF,13,No,Month-to-month,83.2,1060.6,Yes,86,4028,Lack of self-service on Website
3658-KIBGF,1,No,Month-to-month,54.9,54.9,Yes,89,2833,Network reliability
5519-YLDGW,21,Yes,Month-to-month,103.9,2254.2,Yes,91,3769,Limited range of services
4946-EDSEW,11,No,Month-to-month,19.25,180.3,Yes,69,5638,Lack of affordable download/upload speed
2516-VQRRV,2,Yes,Month-to-month,75.45,158.4,Yes,65,3350,Long distance charges
7580-UGXNC,2,No,Month-to-month,54.85,104.2,Yes,96,3016,Extra data charges
5178-LMXOP,1,Yes,Month-to-month,95.1,95.1,Yes,70,5795,Price too high
8185-UPYBR,6,Yes,Month-to-month,75.5,438,Yes,88,5838,Product dissatisfaction
4585-HETAI,4,No,Month-to-month,73.75,325.45,Yes,83,5026,Service dissatisfaction
7526-BEZQB,12,Yes,Month-to-month,96.05,1148.1,Yes,89,2577,Lack of self-service on Website
4951-UKAAQ,4,Yes,Month-to-month,88.95,355.2,Yes,72,5948,Network reliability
2108-YKQTY,4,No,Month-to-month,50.7,151.3,Yes,90,4930,Don't know
4918-QLLIW,3,No,Month-to-month,53.4,188.7,Yes,65,2755,Don't know
7056-IMHCC,53,Yes,Month-to-month,101.9,5549.4,Yes,94,5884,Price too high
2947-DOMLJ,1,No,Month-to-month,50.6,50.6,Yes,82,3677,Service dissatisfaction
4112-LUEIZ,10,No,Month-to-month,89.5,863.1,Yes,84,4206,Lack of self-service on Website
4510-HIMLV,1,No,Month-to-month,69.8,69.8,Yes,90,4154,Network reliability
8749-JMNKX,51,Yes,Month-to-month,93.8,4750.95,Yes,83,4788,Limited range of services
2430-USGXP,24,Yes,Month-to-month,101.05,2391.8,Yes,66,4766,Lack of affordable download/upload speed
5955-ERIHD,18,Yes,Month-to-month,94.7,1687.95,Yes,72,2206,Long distance charges
5949-EBSQK,4,No,Month-to-month,61.45,229.55,Yes,83,2131,Price too high
7274-RTAPZ,1,No,Month-to-month,90.55,90.55,Yes,89,3898,Product dissatisfaction
0311-UNPFF,26,No,Month-to-month,88.8,2274.35,Yes,82,4910,Service dissatisfaction
3834-XUIFC,7,Yes,Month-to-month,85.2,602.55,Yes,86,3905,Lack of self-service on Website
8414-MYSHR,5,No,Month-to-month,91.4,449.75,Yes,78,2834,Network reliability
7599-FKVXZ,42,Yes,Month-to-month,106.15,4512.7,Yes,93,2265,Don't know
8229-TNIQA,4,No,Month-to-month,45.3,196.95,Yes,99,3443,Don't know
6221-AVQYL,2,Yes,Month-to-month,73.25,131.05,Yes,78,2919,Price too high
7743-EXURX,8,No,Month-to-month,51.05,415.05,Yes,77,3758,Product dissatisfaction
5569-KGJHX,9,Yes,Month-to-month,85.35,754.65,Yes,95,2445,Service dissatisfaction
4988-IQIGL,1,Yes,Month-to-month,75.35,75.35,Yes,92,4403,Lack of self-service on Website
7730-IUTDZ,43,No,Month-to-month,75.2,3198.6,Yes,68,4673,Network reliability
0426-TIRNE,1,No,Month-to-month,20.9,20.9,Yes,97,5527,Limited range of services
7587-RZNME,3,No,Month-to-month,43.3,123.65,Yes,91,4849,Lack of affordable download/upload speed
4706-AXVKM,11,Yes,Month-to-month,84.8,906.85,Yes,67,5118,Extra data charges
5889-JTMUL,50,Yes,Month-to-month,95.05,4888.7,Yes,92,5863,Price too high
9026-RNUJS,5,No,Month-to-month,50.35,237.25,Yes,81,4618,Product dissatisfaction
3746-EUBYR,1,Yes,Month-to-month,74.6,74.6,Yes,75,5861,Service dissatisfaction
2332-EFBJY,16,No,Month-to-month,19.7,342.4,Yes,82,3438,Lack of self-service on Website
9474-PHLYD,15,No,Month-to-month,59.45,892.65,Yes,68,5129,Network reliability
2219-MVUSO,8,No,Month-to-month,45.15,438.4,Yes,100,3721,Don't know
8914-RBTSB,31,Yes,Month-to-month,93.8,3019.5,Yes,79,4115,Don't know
0963-ZBDRN,32,No,Month-to-month,96.2,3183.4,Yes,93,3606,Attitude of support person
7594-RQHXR,1,No,Month-to-month,79.6,79.6,Yes,94,3108,Deceased
6331-EWIEB,20,Yes,Month-to-month,85.25,1734.5,Yes,92,2414,Moved
5998-VVEJY,26,Yes,Month-to-month,80.5,2088.8,Yes,72,2729,Moved
1624-NALOJ,5,Yes,Month-to-month,89.8,502.6,Yes,88,2960,Moved
4317-VTEOA,1,No,Month-to-month,50.75,50.75,Yes,93,5355,Competitor had better devices
1670-SVOWZ,14,No,Month-to-month,89.65,1208.35,Yes,98,2504,Competitor offered higher download speeds
0260-ZDLGK,9,No,Month-to-month,72.9,651.4,Yes,65,3585,Competitor made better offer
8722-NGNBH,5,No phone service,Month-to-month,40,223.45,Yes,80,3125,Competitor had better devices
6210-KBBPI,9,Yes,Month-to-month,99.45,919.4,Yes,93,2313,Competitor had better devices
0133-BMFZO,2,No,Month-to-month,86.25,181.65,Yes,94,3529,Competitor offered higher download speeds
6128-CZOMY,1,No,Month-to-month,45.65,45.65,Yes,78,4689,Competitor offered higher download speeds
9540-JYROE,8,No,Month-to-month,70.1,551.35,Yes,75,2899,Competitor offered higher download speeds
2260-USTRB,2,No,Month-to-month,70.2,115.95,Yes,67,2767,Competitor offered more data
3656-TKRVZ,3,No,Month-to-month,55.35,165.2,Yes,65,5787,Competitor offered more data
8623-TMRBY,51,Yes,Month-to-month,84.2,4146.05,Yes,74,6245,Competitor offered more data
1501-SGHBW,2,No,Month-to-month,45.85,81,Yes,81,3843,Competitor made better offer
3208-YPIOE,39,Yes,Month-to-month,75.25,3017.65,Yes,96,4696,Competitor made better offer
2612-RANWT,12,Yes,Month-to-month,100.15,1164.3,Yes,96,3682,Price too high
6900-PXRMS,26,Yes,Month-to-month,105.75,2710.25,Yes,100,3157,Product dissatisfaction
3346-BRMIS,18,No phone service,Month-to-month,48.35,810.7,Yes,92,2167,Service dissatisfaction
2933-FILNV,2,No phone service,Month-to-month,24.4,36.55,Yes,91,2635,Lack of self-service on Website
9986-BONCE,4,No,Month-to-month,20.95,85.5,Yes,85,5822,Network reliability
2722-JMONI,1,No,Month-to-month,49.55,49.55,Yes,76,4989,Limited range of services
4083-EUGRJ,9,No,Month-to-month,20.25,178.5,Yes,98,3361,Lack of affordable download/upload speed
7579-OOPEC,2,No,Month-to-month,50.15,115.1,Yes,78,5461,Long distance charges
1771-OADNZ,29,Yes,Month-to-month,95.9,2745.2,Yes,95,2151,Extra data charges
0612-RTZZA,1,No phone service,Month-to-month,25.25,25.25,Yes,87,4628,Price too high
6410-LEFEN,9,No,Month-to-month,45.15,416.45,Yes,73,3757,Product dissatisfaction
3194-ORPIK,50,Yes,Month-to-month,84.4,4116.15,Yes,80,5135,Service dissatisfaction
8816-VXNZD,1,Yes,Month-to-month,75.1,75.1,Yes,83,4335,Lack of self-service on Website
1723-HKXJQ,42,Yes,Month-to-month,101.75,4273.45,Yes,66,5545,Don't know
7825-GKXMW,1,No,Month-to-month,45.8,45.8,Yes,78,5973,Don't know
1240-KNSEZ,1,No,Month-to-month,20.1,20.1,Yes,95,4933,Don't know
0836-SEYLU,9,No phone service,Month-to-month,40.65,328.95,Yes,98,4800,Poor expertise of online support
4433-JCGCG,46,Yes,Month-to-month,101,4680.05,Yes,88,2436,Poor expertise of phone support
3716-BDVDB,1,No,Month-to-month,69.1,69.1,Yes,82,5795,Competitor had better devices
5899-MQZZL,13,Yes,Month-to-month,75,999.45,Yes,68,2189,Competitor offered higher download speeds
9488-HGMJH,1,No,Month-to-month,71.15,71.15,Yes,85,5287,Competitor made better offer
6038-GCYEC,24,No phone service,Month-to-month,54.15,1240.25,Yes,95,5153,Competitor had better devices
3144-AUDBS,6,No,Month-to-month,49.15,270.8,Yes,86,5271,Competitor offered higher download speeds
5616-PRTNT,20,No,Month-to-month,19.4,374.5,Yes,86,3785,Competitor offered higher download speeds
4818-QIUFN,20,Yes,Month-to-month,79.15,1520.9,Yes,95,4997,Competitor offered higher download speeds
6961-VCPMC,46,No,Month-to-month,80.4,3605.2,Yes,75,4876,Competitor offered more data
6688-UZPWD,11,Yes,Month-to-month,102,1145.35,Yes,88,5750,Competitor offered more data
2839-RFSQE,2,No,Month-to-month,20.65,38.7,Yes,83,3845,Competitor offered more data
0968-GSIKN,1,No,Month-to-month,70.8,70.8,Yes,73,3901,Competitor made better offer
1965-DDBWU,16,Yes,Month-to-month,89.05,1448.6,Yes,87,5953,Competitor made better offer
9057-SIHCH,3,Yes,Month-to-month,96.6,291.9,Yes,72,3260,Price too high
6771-XWBDM,57,Yes,Month-to-month,104.5,5921.35,Yes,80,4471,Product dissatisfaction
8601-QACRS,5,Yes,Month-to-month,50.6,249.95,Yes,94,2353,Service dissatisfaction
2391-SOORI,4,No,Month-to-month,49.35,219.65,Yes,83,5858,Lack of self-service on Website
2645-QTLMB,7,No,Month-to-month,94.25,669,Yes,99,5267,Network reliability
4806-HIPDW,1,No,Month-to-month,68.95,68.95,Yes,75,5644,Limited range of services
4424-TKOPW,2,Yes,Month-to-month,93.85,196.75,Yes,70,4998,Lack of affordable download/upload speed
8443-ZRDBZ,4,Yes,Month-to-month,76.05,318.9,Yes,75,3685,Long distance charges
9136-ALYBR,1,No phone service,Month-to-month,24.45,24.45,Yes,65,2121,Extra data charges
7479-NITWS,7,Yes,Month-to-month,89.35,631.85,Yes,91,4154,Price too high
2959-MJHIC,4,No,Month-to-month,80.35,307.4,Yes,65,4167,Product dissatisfaction
4201-JMNGR,1,No,Month-to-month,55.8,55.8,Yes,87,5527,Service dissatisfaction
5960-WPXQM,1,No,Month-to-month,79.05,79.05,Yes,80,3555,Lack of self-service on Website
0684-AOSIH,1,No,Month-to-month,95,95,Yes,82,4489,Network reliability
8260-NGFNY,1,No phone service,Month-to-month,25.2,25.2,Yes,82,3196,Don't know
1866-RZZQS,41,Yes,Month-to-month,98.4,4187.75,Yes,100,2169,Competitor had better devices
4958-XCBDQ,35,Yes,Month-to-month,101.4,3496.3,Yes,92,3689,Competitor offered more data
8337-UPOAQ,10,Yes,Month-to-month,89.8,914.3,Yes,76,5124,Competitor made better offer
6712-OAWRH,26,No,Month-to-month,91.25,2351.8,Yes,76,5154,Competitor offered higher download speeds
8614-VGMMV,15,Yes,Month-to-month,49.1,679.55,Yes,86,5209,Competitor offered higher download speeds
2930-UOTMB,31,Yes,Month-to-month,65.25,1994.3,Yes,68,4403,Competitor offered higher download speeds
5914-DVBWJ,18,Yes,Month-to-month,85.45,1505.85,Yes,99,5145,Competitor offered more data
8644-XLFBW,1,No,Month-to-month,71.65,71.65,Yes,84,5674,Competitor offered more data
8625-AZYZY,24,Yes,Month-to-month,104.65,2542.45,Yes,72,4734,Competitor made better offer
9306-CPCBC,3,Yes,Month-to-month,74.25,210.3,Yes,94,3207,Competitor made better offer
1833-VGRUM,1,Yes,Month-to-month,74.2,74.2,Yes,71,4684,Price too high
8374-XGEJJ,43,Yes,Month-to-month,101,4388.4,Yes,87,3123,Product dissatisfaction
2656-TABEH,4,Yes,Month-to-month,100.2,420.2,Yes,82,2650,Service dissatisfaction
4039-HEUNW,36,Yes,Month-to-month,96.5,3436.1,Yes,82,4652,Lack of affordable download/upload speed
0812-WUPTB,1,No,Month-to-month,70.85,70.85,Yes,69,3022,Long distance charges
0004-TLHLJ,4,No,Month-to-month,73.9,280.85,Yes,71,4479,Price too high
4817-VYYWS,30,Yes,Month-to-month,100.2,2983.8,Yes,90,3598,Service dissatisfaction
1396-QWFBJ,21,No,Month-to-month,74.05,1565.7,Yes,91,5630,Lack of self-service on Website
5299-SJCZT,3,Yes,Month-to-month,101.55,298.35,Yes,73,4480,Network reliability
7359-PTSXY,1,No,Month-to-month,45.75,45.75,Yes,97,3531,Attitude of support person
4503-BDXBD,11,No,Month-to-month,74.95,815.5,Yes,76,4251,Attitude of support person
6086-ESGRL,1,No,Month-to-month,80.15,80.15,Yes,72,3947,Attitude of support person
5759-RCVCB,3,No phone service,Month-to-month,35.2,108.95,Yes,100,5450,Attitude of service provider
6372-RFVNS,1,No,Month-to-month,78.8,78.8,Yes,87,5075,Attitude of service provider
8938-UMKPI,47,Yes,Month-to-month,106.4,5127.95,Yes,99,4804,Attitude of support person
0991-BRRFB,18,No,Month-to-month,49.4,874.8,Yes,75,4028,Deceased
3871-IKPYH,1,No,Month-to-month,69.1,69.1,Yes,83,2767,Moved
6319-IEJWJ,20,No,Month-to-month,90.2,1776.55,Yes,85,2058,Moved
9025-AOMKI,6,Yes,Month-to-month,93.55,536.4,Yes,71,5617,Moved
5275-SQEIZ,1,No,Month-to-month,80.85,80.85,Yes,77,3096,Competitor had better devices
4390-KYULV,3,No,Month-to-month,20.55,51.15,Yes,90,4115,Competitor offered more data
1304-NECVQ,2,Yes,Month-to-month,78.55,149.55,Yes,92,5203,Competitor made better offer
8945-GRKHX,1,No,Month-to-month,78.65,78.65,Yes,81,2728,Competitor had better devices
6959-UWKHF,1,No,Month-to-month,42.9,42.9,Yes,87,4895,Competitor had better devices
3815-SLMEF,3,No phone service,Month-to-month,34.25,139.35,Yes,88,2802,Competitor offered higher download speeds
5154-VEKBL,9,No phone service,Month-to-month,58.5,539.85,Yes,95,3032,Competitor offered higher download speeds
5655-JSMZM,49,Yes,Month-to-month,96.2,4718.25,Yes,74,5904,Competitor offered higher download speeds
4505-EXZHB,6,No,Month-to-month,74.4,434.1,Yes,100,3964,Competitor offered more data
4587-VVTOX,6,Yes,Month-to-month,105.3,545.2,Yes,90,4163,Competitor offered more data
4652-NNHNY,16,Yes,Month-to-month,73.85,1284.2,Yes,77,3226,Don't know
8972-HJWNV,7,Yes,Month-to-month,84.55,646.85,Yes,80,5245,Competitor made better offer
2860-RANUS,20,Yes,Month-to-month,85.8,1727.5,Yes,75,3336,Price too high
5261-QSHQM,4,No phone service,Month-to-month,24.45,86.6,Yes,70,4909,Product dissatisfaction
8868-WOZGU,28,Yes,Month-to-month,105.7,2979.5,Yes,72,2464,Service dissatisfaction
1334-FJSVR,1,No phone service,Month-to-month,24.25,24.25,Yes,85,2846,Lack of self-service on Website
7625-XCQRH,11,Yes,Month-to-month,76.5,837.95,Yes,76,2291,Network reliability
1731-TVIUK,4,Yes,Month-to-month,93.5,362.2,Yes,73,4554,Limited range of services
0618-XWMSS,28,No,Month-to-month,74.9,2068.55,Yes,98,5392,Long distance charges
5276-KQWHG,2,No,Month-to-month,69.6,131.65,Yes,74,4596,Extra data charges
2565-JSLRY,1,Yes,Month-to-month,24.05,24.05,Yes,67,3162,Price too high
6689-KXGBO,1,No,Month-to-month,50.55,50.55,Yes,87,3420,Product dissatisfaction
6615-NGGZJ,14,Yes,Month-to-month,100.55,1415.55,Yes,72,5224,Service dissatisfaction
4255-DDUOU,1,No,Month-to-month,20.5,20.5,Yes,76,2398,Lack of self-service on Website
2984-MIIZL,4,No,Month-to-month,74.8,321.9,Yes,71,5882,Network reliability
5590-YRFJT,20,No phone service,Month-to-month,24.45,482.8,Yes,94,3298,Don't know
3677-TNKIO,14,No,Month-to-month,71,914,Yes,95,3228,Don't know
9667-EQRXU,30,No phone service,Month-to-month,40.3,1172.95,Yes,94,3016,Don't know
3329-WDIOK,3,No phone service,Month-to-month,50.6,155.35,Yes,83,4800,Poor expertise of online support
2873-ZLIWT,40,Yes,Month-to-month,84.85,3303.05,Yes,99,5764,Poor expertise of phone support
3415-TAILE,2,No,Month-to-month,65.7,134.35,Yes,96,4265,Competitor had better devices
1915-IOFGU,1,No,Month-to-month,70.5,70.5,Yes,90,4123,Competitor offered higher download speeds
3045-XETSH,10,Yes,Month-to-month,94.85,953.45,Yes,97,3074,Competitor offered more data
7239-HZZCX,1,No,Month-to-month,19.75,19.75,Yes,100,4851,Competitor made better offer
7683-CBDKJ,14,No,Month-to-month,65.45,937.6,Yes,90,2881,Competitor had better devices
0946-CLJTI,58,Yes,Month-to-month,98.7,5812.6,Yes,91,4662,Competitor had better devices
7665-TOALD,1,No,Month-to-month,69.6,69.6,Yes,79,2412,Competitor offered higher download speeds
0324-BRPCJ,68,Yes,Month-to-month,100.2,6851.65,Yes,70,4481,Competitor offered more data
2777-PHDEI,1,No,Month-to-month,78.05,78.05,Yes,98,3458,Competitor offered more data
1196-AMORA,7,Yes,Month-to-month,73.6,520,Yes,87,2679,Competitor offered more data
4282-YMKNA,9,Yes,Month-to-month,74.75,706.6,Yes,82,5003,Competitor made better offer
5356-RHIPP,1,No,Month-to-month,20.2,20.2,Yes,81,5355,Competitor made better offer
9189-JWSHV,24,Yes,Month-to-month,93.55,2264.05,Yes,100,4937,Price too high
0746-JTRFU,2,No phone service,Month-to-month,25.05,56.35,Yes,77,4810,Product dissatisfaction
0576-WNXXC,27,Yes,Month-to-month,95.55,2510.2,Yes,75,2999,Service dissatisfaction
4628-CTTLA,57,No phone service,Month-to-month,39.3,2111.45,Yes,66,4917,Lack of self-service on Website
2876-VBBBL,1,No,Month-to-month,20.25,20.25,Yes,85,2783,Network reliability
6834-NXDCA,13,No phone service,Month-to-month,23.9,300.8,Yes,82,2967,Limited range of services
5597-GLBUC,1,No,Month-to-month,85.45,85.45,Yes,95,4931,Lack of affordable download/upload speed
4822-YCXMX,25,Yes,Month-to-month,84.8,2043.45,Yes,70,4203,Extra data charges
9821-POOTN,35,Yes,Month-to-month,75.2,2576.2,Yes,94,4639,Price too high
4229-CZMLL,6,Yes,Month-to-month,74.9,469.8,Yes,87,4160,Service dissatisfaction
3663-MITLP,15,No,Month-to-month,101.25,1457.25,Yes,85,3968,Lack of self-service on Website
9025-ZRPVR,9,No,Month-to-month,18.95,185.6,Yes,78,5403,Network reliability
3285-UCQVC,37,No phone service,Month-to-month,28.6,973.55,Yes,82,4429,Don't know
5482-PLVPE,2,No phone service,Month-to-month,24.35,41.85,Yes,72,3278,Competitor had better devices
4902-OHLSK,29,Yes,Month-to-month,98.65,2862.75,Yes,93,4235,Competitor offered higher download speeds
0495-ZBNGW,5,Yes,Month-to-month,79.9,343.95,Yes,90,4324,Competitor offered more data
2357-COQEK,28,Yes,Month-to-month,103.3,2890.65,Yes,78,4136,Competitor made better offer
3737-GCSPV,11,Yes,Month-to-month,96.2,1222.05,Yes,92,3101,Competitor had better devices
2034-CGRHZ,24,Yes,Month-to-month,102.95,2496.7,Yes,66,5245,Competitor offered higher download speeds
5797-APWZC,1,No,Month-to-month,90.6,90.6,Yes,92,2540,Competitor offered higher download speeds
3683-QKIUE,6,No,Month-to-month,50.8,288.05,Yes,88,4713,Competitor offered higher download speeds
4228-ZGYUW,4,Yes,Month-to-month,90.05,368.1,Yes,98,3212,Competitor offered more data
3519-ZKXGG,3,Yes,Month-to-month,75.85,256.6,Yes,79,4062,Competitor offered more data
6416-TVAIH,1,No,Month-to-month,68.5,68.5,Yes,89,5753,Competitor offered more data
5108-ADXWO,11,No,Month-to-month,73.5,791.75,Yes,75,4509,Competitor made better offer
3066-RRJIO,1,No,Month-to-month,69.95,69.95,Yes,65,5341,Competitor made better offer
6715-OFDBP,5,No,Month-to-month,70.05,346.4,Yes,84,4944,Price too high
1567-DSCIC,8,Yes,Month-to-month,94,773.65,Yes,71,2632,Product dissatisfaction
2150-UWTFY,22,No,Month-to-month,61.15,1422.05,Yes,87,4626,Service dissatisfaction
2683-BPJSO,29,Yes,Month-to-month,84.45,2467.1,Yes,99,2651,Lack of self-service on Website
1087-UDSIH,3,No,Month-to-month,19.6,59.75,Yes,81,5000,Lack of affordable download/upload speed
5485-WUYWF,2,No,Month-to-month,66.4,94.55,Yes,87,4522,Long distance charges
2632-UCGVD,66,Yes,Month-to-month,100.05,6871.9,Yes,72,4512,Extra data charges
9170-CCKOU,17,Yes,Month-to-month,90.2,1454.15,Yes,91,2026,Product dissatisfaction
3814-MLAXC,31,Yes,Month-to-month,79.85,2404.15,Yes,67,2554,Lack of self-service on Website
1226-UDFZR,2,No,Month-to-month,49.6,114.7,Yes,78,3599,Network reliability
5442-UTCVD,3,Yes,Month-to-month,91.85,257.05,Yes,91,2704,Attitude of service provider
7734-DBOAI,1,No phone service,Month-to-month,40.1,40.1,Yes,93,5434,Attitude of support person
2091-RFFBA,31,Yes,Month-to-month,73.9,2217.15,Yes,75,2560,Attitude of support person
2114-MGINA,14,No,Month-to-month,89.8,1129.1,Yes,81,4107,Attitude of support person
4489-SNOJF,35,Yes,Month-to-month,72.25,2568.55,Yes,83,5898,Don't know
6899-PPEEA,37,Yes,Month-to-month,96.55,3580.3,Yes,81,4448,Attitude of service provider
2187-LZGPL,7,No phone service,Month-to-month,40.1,293.3,Yes,68,4414,Attitude of service provider
4597-NUCQV,24,Yes,Month-to-month,101.25,2440.15,Yes,87,4287,Attitude of support person
9019-QVLZD,1,No,Month-to-month,79.55,79.55,Yes,81,5082,Competitor made better offer
1455-ESIQH,1,No,Month-to-month,89.1,89.1,Yes,79,2905,Moved
2979-SXESE,17,Yes,Month-to-month,94.4,1607.2,Yes,66,4103,Moved
4013-TLDHQ,19,No,Month-to-month,78.25,1490.95,Yes,72,3666,Competitor had better devices
